Date,Open,High,Low,Close,Adj Close,Volume
2020-01-21,137.809998,139.350006,137.600006,139.169998,127.580650,7244100
2020-01-22,143.320007,145.789993,142.550003,143.889999,131.907578,16470400
2020-01-23,144.199997,144.410004,142.149994,142.869995,130.972534,5657800
2020-01-24,143.389999,143.919998,140.460007,140.559998,128.854889,5580200
2020-01-27,138.500000,140.070007,138.100006,138.619995,127.076439,4166600
2020-01-28,139.500000,140.470001,138.750000,139.550003,127.929008,3451600
2020-01-29,139.169998,139.580002,137.600006,137.690002,126.223885,3053800
2020-01-30,136.759995,136.970001,134.970001,136.770004,125.380493,5057900
2020-01-31,142.899994,144.050003,140.789993,143.729996,131.760910,18994600
2020-02-03,144.250000,147.279999,143.899994,146.270004,134.089401,8886700
2020-02-04,147.779999,149.380005,146.880005,149.110001,136.692886,5621000
2020-02-05,150.210007,157.440002,150.149994,156.330002,143.311661,14386800
2020-02-06,156.820007,158.750000,155.419998,156.759995,143.705841,8400500
2020-02-07,154.550003,155.539993,152.919998,153.410004,142.103348,6423400
2020-02-10,152.970001,154.440002,151.580002,154.429993,143.048172,5239800
2020-02-11,155.119995,155.220001,152.729996,153.479996,142.168198,3835100
2020-02-12,153.750000,155.600006,153.520004,155.309998,143.863312,4437800
2020-02-13,154.369995,154.830002,153.410004,154.309998,142.937012,3820700
2020-02-14,154.419998,154.559998,149.770004,150.699997,139.593094,6099200
2020-02-18,149.789993,151.380005,149.639999,151.100006,139.963593,3343000
2020-02-19,151.539993,151.889999,150.309998,150.860001,139.741287,2732900
2020-02-20,150.809998,151.619995,149.509995,151.220001,140.074753,2880500
2020-02-21,151.039993,151.039993,148.839996,149.839996,138.796463,3536900
2020-02-24,145.509995,148.050003,145.380005,146.429993,135.637787,5452400
2020-02-25,146.509995,147.070007,141.259995,141.710007,131.265671,6211500
2020-02-26,142.899994,144.059998,139.600006,139.750000,129.450119,5407900
2020-02-27,137.240005,138.690002,133.009995,133.110001,123.299515,8421100
2020-02-28,129.979996,131.089996,126.360001,130.149994,120.557655,13009400
2020-03-02,130.750000,134.440002,127.949997,134.300003,124.401802,8531400
2020-03-03,134.479996,136.100006,127.800003,128.899994,119.399780,7896100
2020-03-04,131.580002,134.279999,129.000000,134.220001,124.327690,4996400
2020-03-05,130.500000,132.289993,128.449997,129.550003,120.001884,5446200
2020-03-06,126.699997,128.330002,124.519997,127.730003,118.316017,8193300
2020-03-09,120.160004,122.410004,117.279999,117.809998,109.127136,10757500
2020-03-10,122.779999,124.879997,115.760002,124.769997,115.574165,11410700
2020-03-11,121.010002,122.580002,116.379997,117.970001,109.275360,8446500
2020-03-12,109.650002,109.800003,102.279999,102.809998,95.232674,12512700
2020-03-13,108.680000,109.160004,100.809998,107.949997,99.993851,12502100
2020-03-16,98.000000,107.410004,95.000000,99.080002,91.777580,10568000
2020-03-17,100.610001,107.400002,97.099998,106.650002,98.789650,9258300
2020-03-18,99.410004,106.930000,99.400002,103.550003,95.918144,8772500
2020-03-19,102.330002,103.690002,98.239998,100.339996,92.944710,8396500
2020-03-20,100.919998,100.989998,94.709999,95.389999,88.359543,10546500
2020-03-23,94.599998,97.739998,90.559998,94.769997,87.785240,9729400
2020-03-24,99.989998,106.040001,99.260002,105.480003,97.705894,7973900
2020-03-25,105.480003,112.480003,102.830002,105.849998,98.048622,8654000
2020-03-26,106.910004,113.150002,105.570000,112.889999,104.569756,7153500
2020-03-27,108.580002,111.500000,107.650002,108.029999,100.067955,6423000
2020-03-30,108.089996,113.459999,107.809998,112.930000,104.606804,5564500
2020-03-31,112.000000,113.809998,110.169998,110.930000,102.754219,6343300
2020-04-01,106.360001,109.919998,104.519997,105.139999,97.390953,6112900
2020-04-02,105.370003,110.320000,105.139999,110.000000,101.892754,6328700
2020-04-03,108.919998,110.070000,104.919998,106.339996,98.502502,4538800
2020-04-06,110.349998,115.629997,110.129997,114.820000,106.357513,7034200
2020-04-07,118.800003,119.570000,114.870003,114.940002,106.468666,5595300
2020-04-08,116.309998,119.959999,115.070000,119.290001,110.498070,5158600
2020-04-09,120.480003,122.919998,120.169998,121.500000,112.545181,5576200
2020-04-13,121.629997,121.800003,118.040001,121.150002,112.220993,5119700
2020-04-14,123.459999,125.180000,122.620003,123.910004,114.777565,5088700
2020-04-15,119.120003,120.190002,116.760002,118.690002,109.942284,5637300
2020-04-16,119.010002,119.750000,114.419998,115.730003,107.200455,6457600
2020-04-17,119.300003,120.389999,117.919998,120.120003,111.266891,4966000
2020-04-20,119.150002,122.860001,118.139999,120.410004,111.535515,8181700
2020-04-21,114.000000,117.150002,112.059998,116.760002,108.154533,14349000
2020-04-22,119.870003,120.330002,117.550003,119.309998,110.516586,7086500
2020-04-23,119.570000,123.029999,119.120003,121.349998,112.406227,6881600
2020-04-24,122.410004,125.000000,120.760002,124.720001,115.527855,4985900
2020-04-27,125.559998,126.989998,125.470001,125.919998,116.639420,4923800
2020-04-28,128.029999,128.199997,125.379997,126.269997,116.963623,4778100
2020-04-29,128.880005,129.309998,127.529999,128.690002,119.205269,5257600
2020-04-30,126.519997,127.269997,125.220001,125.559998,116.305954,6635800
2020-05-01,123.190002,123.470001,121.389999,121.870003,112.887909,4925500
2020-05-04,120.820000,121.970001,119.389999,121.680000,112.711906,4017900
2020-05-05,123.389999,124.320000,122.470001,122.580002,113.545593,3899400
2020-05-06,123.239998,124.050003,122.410004,123.169998,114.092102,3864600
2020-05-07,122.980003,123.260002,120.849998,121.230003,113.801102,4412600
2020-05-08,122.669998,123.230003,121.059998,122.989998,115.453232,5002500
2020-05-11,121.809998,123.449997,120.669998,122.589996,115.077744,3535300
2020-05-12,123.010002,124.320000,120.260002,120.260002,112.890541,4784500
2020-05-13,119.949997,119.989998,114.849998,115.730003,108.638138,5882800
2020-05-14,114.570000,117.089996,111.809998,116.949997,109.783363,5259400
2020-05-15,115.930000,117.389999,115.250000,116.980003,109.811531,4786300
2020-05-18,119.879997,122.360001,119.750000,121.559998,114.110870,4205700
2020-05-19,121.190002,122.169998,120.139999,120.290001,112.918694,3241100
2020-05-20,120.930000,122.470001,120.599998,121.379997,113.941902,3840700
2020-05-21,120.989998,121.720001,118.970001,119.120003,111.820396,4000900
2020-05-22,119.370003,119.470001,117.589996,118.389999,111.135117,4180800
2020-05-26,121.300003,122.620003,121.010002,121.760002,114.298615,5469300
2020-05-27,123.940002,125.830002,123.470001,125.540001,117.846985,5727500
2020-05-28,126.870003,126.970001,124.220001,124.529999,116.898872,3915300
2020-05-29,123.669998,125.129997,122.239998,124.900002,117.246208,7929900
2020-06-01,124.639999,125.750000,124.029999,124.889999,117.236809,2871700
2020-06-02,125.669998,126.000000,124.660004,126.000000,118.278793,2978100
2020-06-03,127.150002,129.600006,127.000000,129.050003,121.141891,3917700
2020-06-04,127.779999,128.949997,127.019997,128.889999,120.991699,3864800
2020-06-05,133.889999,134.229996,131.750000,132.059998,123.967430,5892700
2020-06-08,132.270004,135.880005,132.270004,135.750000,127.431328,5370500
2020-06-09,133.520004,133.600006,131.020004,131.869995,123.789078,5393600
2020-06-10,132.149994,132.229996,129.800003,129.869995,121.911629,4734800
2020-06-11,126.029999,126.099998,117.839996,118.010002,110.778412,11763600
2020-06-12,121.250000,123.120003,119.279999,121.910004,114.439415,6220300
2020-06-15,119.190002,122.370003,118.290001,121.650002,114.195358,5149100
2020-06-16,125.000000,127.500000,123.160004,125.150002,117.480881,5606700
2020-06-17,125.830002,126.250000,123.400002,124.150002,116.542160,3156800
2020-06-18,123.000000,124.400002,122.330002,124.160004,116.551552,2865400
2020-06-19,126.169998,126.820000,122.250000,122.470001,114.965111,8099000
2020-06-22,122.120003,122.500000,120.529999,121.070000,113.650909,4773500
2020-06-23,122.010002,122.900002,119.230003,119.410004,112.092621,6632600
2020-06-24,118.320000,118.320000,115.879997,116.419998,109.285843,6751000
2020-06-25,116.760002,119.209999,116.099998,119.029999,111.735901,6130600
2020-06-26,118.260002,118.989998,116.260002,117.190002,110.008659,10750100
2020-06-29,117.980003,119.779999,117.370003,119.750000,112.411797,4159500
2020-06-30,119.190002,121.199997,119.000000,120.769997,113.369278,3919500
2020-07-01,120.269997,121.230003,118.370003,118.540001,111.275932,4655800
2020-07-02,119.690002,121.419998,119.260002,119.699997,112.364845,3747000
2020-07-06,121.250000,121.849998,119.459999,120.190002,112.824821,4045400
2020-07-07,119.000000,119.510002,117.330002,117.580002,110.374756,4278100
2020-07-08,118.059998,118.639999,116.480003,117.709999,110.496803,5192800
2020-07-09,118.000000,118.000000,115.199997,115.709999,108.619354,4763000
2020-07-10,115.500000,118.570000,115.290001,118.349998,111.097572,4285700
2020-07-13,119.779999,120.989998,118.660004,119.199997,111.895485,4650700
2020-07-14,118.620003,120.889999,117.919998,120.599998,113.209702,4534400
2020-07-15,122.400002,123.959999,122.150002,123.000000,115.462624,4473400
2020-07-16,122.680000,124.480003,122.160004,124.010002,116.410736,4330900
2020-07-17,124.389999,125.629997,123.199997,125.110001,117.443329,3984600
2020-07-20,126.070000,127.070000,125.139999,126.370003,118.626122,9927700
2020-07-21,131.160004,132.169998,125.800003,126.059998,118.335114,15356600
2020-07-22,125.900002,129.470001,125.800003,128.669998,120.785172,8195400
2020-07-23,129.100006,129.369995,127.150002,127.330002,119.527290,4220100
2020-07-24,126.480003,127.650002,125.500000,125.790001,118.081665,3531100
2020-07-27,124.860001,126.320000,124.709999,126.209999,118.475914,3733400
2020-07-28,125.820000,126.339996,124.150002,124.470001,116.842560,4178200
2020-07-29,124.559998,125.989998,124.070000,125.320000,117.640457,2832800
2020-07-30,123.709999,123.900002,121.639999,122.900002,115.368759,3988100
2020-07-31,122.709999,122.989998,121.089996,122.940002,115.406303,5277100
2020-08-03,123.500000,124.410004,122.150002,124.309998,116.692345,3526100
2020-08-04,123.820000,125.860001,123.820000,125.839996,118.128593,3466100
2020-08-05,126.730003,126.750000,124.610001,125.449997,117.762489,3619600
2020-08-06,125.000000,126.260002,125.000000,126.120003,118.391434,3417100
2020-08-07,123.500000,125.070000,123.209999,124.959999,118.838409,3651000
2020-08-10,125.419998,127.239998,125.180000,127.110001,120.883087,3968300
2020-08-11,128.759995,130.470001,126.610001,126.750000,120.540718,5001200
2020-08-12,127.610001,127.790001,125.879997,126.699997,120.493172,3529700
2020-08-13,125.959999,126.389999,124.769997,125.029999,118.904976,3171300
2020-08-14,124.199997,125.559998,123.910004,125.269997,119.133224,2963400
2020-08-17,125.250000,125.589996,124.410004,124.440002,118.343887,3360100
2020-08-18,125.000000,125.500000,124.239998,124.919998,118.800369,2882400
2020-08-19,124.830002,125.500000,123.500000,123.839996,117.773277,3743900
2020-08-20,123.199997,124.040001,122.809998,123.150002,117.117081,2561200
2020-08-21,123.010002,123.480003,122.309998,123.160004,117.126602,3385100
2020-08-24,123.790001,126.059998,123.360001,125.680000,119.523140,4070800
2020-08-25,126.000000,126.820000,124.489998,124.639999,118.534088,2977700
2020-08-26,124.949997,125.120003,123.949997,124.169998,118.087105,3388300
2020-08-27,124.599998,125.099998,123.980003,124.650002,118.543602,3422700
2020-08-28,124.959999,125.300003,124.220001,125.070000,118.943031,3099600
2020-08-31,125.250000,125.250000,123.029999,123.309998,117.269241,4827900
2020-09-01,122.849998,123.949997,122.150002,123.400002,117.354828,3155300
2020-09-02,123.720001,128.699997,123.580002,128.179993,121.900658,6592400
2020-09-03,128.190002,129.949997,123.650002,124.449997,118.353401,5716800
2020-09-04,124.349998,125.349998,121.239998,122.300003,116.308723,6018200
2020-09-08,122.160004,122.870003,120.709999,121.209999,115.272125,5210300
2020-09-09,122.129997,123.699997,121.290001,122.260002,116.270683,3770700
2020-09-10,122.529999,123.580002,120.239998,120.559998,114.653954,3978400
2020-09-11,121.389999,122.699997,120.730003,121.459999,115.509872,3548100
2020-09-14,122.360001,123.379997,121.760002,122.089996,116.109016,3641500
2020-09-15,122.820000,123.400002,122.239998,122.440002,116.441864,2915200
2020-09-16,122.709999,125.820000,122.709999,124.220001,118.134666,3788400
2020-09-17,122.620003,125.550003,121.970001,124.919998,118.800369,3171300
2020-09-18,124.260002,124.919998,122.650002,122.760002,116.746185,5391600
2020-09-21,120.480003,120.699997,118.580002,120.250000,114.359146,5311400
2020-09-22,120.330002,121.449997,119.529999,120.510002,114.606415,2957800
2020-09-23,120.800003,121.589996,118.430000,118.830002,113.008713,3939400
2020-09-24,118.099998,119.519997,116.480003,118.089996,112.304962,3546200
2020-09-25,117.599998,119.410004,116.940002,118.949997,113.122826,2953700
2020-09-28,120.570000,122.330002,120.410004,121.730003,115.766655,3509200
2020-09-29,121.410004,122.190002,120.209999,120.940002,115.015350,2106600
2020-09-30,121.379997,122.910004,120.800003,121.669998,115.709579,3261100
2020-10-01,122.360001,123.300003,120.360001,121.089996,115.157990,3211700
2020-10-02,119.040001,121.750000,118.820000,120.570000,114.663467,2925200
2020-10-05,121.839996,122.750000,121.050003,122.010002,116.032928,3050500
2020-10-06,122.580002,124.830002,121.589996,121.970001,115.994888,3872300
2020-10-07,122.669998,124.389999,122.320000,124.070000,117.992012,2815400
2020-10-08,130.860001,135.500000,129.770004,131.490005,125.048523,25288900
2020-10-09,132.000000,132.000000,127.599998,127.790001,121.529778,8353700
2020-10-12,128.070007,128.250000,126.440002,127.209999,120.978188,4635100
2020-10-13,126.570000,127.150002,124.459999,125.099998,118.971550,5406100
2020-10-14,125.129997,126.940002,125.129997,125.940002,119.770409,3728100
2020-10-15,124.080002,125.220001,123.849998,124.889999,118.771843,3385300
2020-10-16,125.169998,126.430000,124.660004,125.930000,119.760895,4710400
2020-10-19,126.800003,127.349998,125.080002,125.519997,119.370979,7478700
2020-10-20,119.800003,120.150002,116.839996,117.370003,111.620232,21501100
2020-10-21,116.660004,117.690002,114.790001,115.059998,109.423393,9755300
2020-10-22,115.000000,116.059998,112.980003,115.760002,110.089096,7855800
2020-10-23,116.500000,116.620003,115.529999,116.000000,110.317352,3893400
2020-10-26,114.449997,114.900002,111.839996,112.220001,106.722519,7203400
2020-10-27,112.150002,112.220001,110.029999,110.559998,105.143845,5936100
2020-10-28,108.660004,109.730003,105.919998,106.650002,101.425385,9427300
2020-10-29,107.250000,109.639999,106.550003,108.910004,103.574677,6760200
2020-10-30,107.900002,111.800003,107.750000,111.660004,106.189957,7921500
2020-11-02,112.650002,113.830002,112.250000,112.910004,107.378731,5311500
2020-11-03,114.000000,115.650002,113.629997,114.160004,108.567490,4204300
2020-11-04,112.330002,113.910004,111.160004,111.900002,106.418198,5800100
2020-11-05,113.300003,115.290001,113.010002,114.769997,109.147606,4902200
2020-11-06,115.080002,115.099998,113.389999,114.040001,108.453354,5249200
2020-11-09,117.879997,119.739998,115.269997,115.529999,111.463547,8992200
2020-11-10,116.690002,118.169998,116.250000,117.910004,113.759773,5622800
2020-11-11,118.120003,118.349998,116.220001,117.199997,113.074768,4289600
2020-11-12,115.629997,116.370003,113.480003,114.500000,110.469803,6498200
2020-11-13,115.190002,117.370003,115.010002,116.849998,112.737083,4682600
2020-11-16,118.300003,118.550003,117.120003,118.360001,114.193939,5293400
2020-11-17,117.599998,118.540001,117.070000,117.699997,113.557167,4134500
2020-11-18,117.720001,118.879997,116.750000,116.769997,112.659904,4606800
2020-11-19,116.540001,117.449997,115.889999,117.180000,113.055473,3439600
2020-11-20,117.599998,118.040001,116.690002,116.940002,112.823914,5024300
2020-11-23,117.430000,120.519997,117.269997,120.089996,115.863037,5650400
2020-11-24,120.860001,124.730003,120.809998,124.419998,120.040634,7752500
2020-11-25,122.930000,124.330002,122.110001,124.199997,119.828384,4135900
2020-11-27,124.199997,125.309998,123.910004,124.349998,119.973099,2091200
2020-11-30,124.099998,125.000000,123.089996,123.519997,119.172310,5988000
2020-12-01,123.900002,125.830002,123.080002,123.160004,118.824997,5309100
2020-12-02,122.849998,124.639999,122.410004,124.620003,120.233597,3690700
